input,match,product_guide,product_guide_count
面8,YELLOW NOODLES (H) 3KG SG 熟黄面,"JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, Fresh Kway Teow 3Kg/Pkt 粿条, Rice Vermicelli - Thick (Camel) 3kg SG 粗骆驼米粉, Rice Vermicelli - Thin (Camel) 3kg SG 细骆驼米粉, YELLOW NOODLES (H) 3KG SG 熟黄面, RICE VERMICELLI -THICK (MOON STAR) 3KG SG 粗 永美米粉, KWAY TEOW - M (H) 3KG SG 粿条(中）, PRICE ADJUSTMENT, ABALONE SLICED 300GMX40PKT TW 台湾牌贵妃鲍片",9
Chilli Pardon,CHILLI PADRON 墨西哥波布拉诺辣椒 (KG),"CHILLI PADRON 墨西哥波布拉诺辣椒 (KG), BROCCOLINI 西兰花苗, CHILLI PADRON 墨西哥波布拉诺辣椒 (500G/PKT), GARLIC BLACK 黑蒜头 (100G/PKT)",4
Dory cube,SUTCHI (CUBE) 25/35 (2KG X 3PKTS),"FRESH SEABASS 500G (G) - BTF, 21/25 PTO VANNAMEI SHRIMP (1KG X 10P) - PO, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, SUTCHI (CUBE) 25/35 (2KG X 3PKTS), FRESH TILAPIA 400/600G (G), LOLIGO SQUID CUT M, (2KG/5BLK) - PO",7
Pork Hock cut,JK Pork Hock Cube 2'' (Bag) 5kg SG 猪脚丁,"JK PORK HOCK CUBE 2'' 5KG/PKT SG 猪脚丁, First Pride Chicken Wing 120-150 15Kg/Ctn 鸡翅, RTH Veg Spring Roll 20pcs (Aseanis) 400gmx20pkt, Chicken Feet Fried (Bag) 1kgx10pkt SG 炸鸡脚, Vannamei Prawn PTO 31/40 1kgx10pkt 凤尾虾, Chicken Wing 120-150gm (Aurora) 9kg BR 鸡翅, Chicken Wing 120-150gm (Perdigao) 15kg BR 鸡翅, RTH Curry Samosa 20pcs (Aseanis) 400gmx20pkt MY",8
shredded cabbage,CABBAGE ROUND JULIENNED / SHREDDED 包菜丝,"SLICED TOMATOES , DIPOSABLE CONTAINER 切片, 红番茄, STORY FRESH - ROCKET SALAD 澳洲芝麻叶 (500G/PKT), ITALIAN ROCKET ARUGULA SALAD 火箭生菜 (125G/PKT), LETTUCE CUT ICEBERG SHREDDED 西生菜丝, CUCUMBER 黄瓜, CABBAGE ROUND JULIENNED / SHREDDED 包菜丝, STORY FRESH - BABY SPINACH 澳洲波菜苗 (500G/PKT)",9
Goose skin dry green,OOS (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), 新春送礼 2025 CNY GIFTS, (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
细粿条,Kway Teow 粿条(小) (3kg),"SMALL OIL小桶油, Fish Skin 鱼皮 (600g/PKT), Golden Prawn Pancake黄金虾饼, Fish Stick (小五香), DD Chicken Katsudon (CD) 900G, Big Ngoh Hiang Roll (大五香卷), Kway Teow 粿条(小) (3kg)",7
排骨切-10KG（2寸）,JK PORK SPARE RIB CUT 2'' 5KG/PKT SG 肋排切,"JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, JK PORK FAT CUBE 2CM 5KG/PKT SG 猪油丁, JK PORK MINCED B (BAG) 2KGX6PKT SG 猪肉碎B, JK PORK SPARE RIB CUT 2'' 5KG/PKT SG 肋排切, JK PORK SLICED 3MM (BAG) 2KG SG 猪肉片, JK PORK MINCED A (BAG) 2KGX6PKT SG 猪肉碎A",6
pork big bone cut,Pork Big Bone Cut 切割大骨,"Minced Meat Grade B搅肉, Minced Meat Grade A上等搅肉, Pork Big Bone Cut 切割大骨, CHICKEN LEG B/L S/O 200G VAC (6PKTX2KG) TH",4
腌鸭片,(1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC),"(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A6A) -素肠 1KG- GLUTEN INTESTINE (30 PC), (65B)梅膏 5L - PLUM SAUCE, (1B52B)素金带鱼片 VGN ATLANTIC WONDER, (2-80)番茄风味火锅调味料200G VGN TOMATO HOTPOT BASE (24 PC)",7
Tiger prawn 13-15,BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ,"BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, PASTEURISED CRABMEAT JUMBO, 454GM X 12CAN, WHOLE BLACK MUSSEL 5-8CM/PC (1KG X 10PKT) - PO, PAN ROYAL TEMPURA IKA (500G X 10PKT)",6
墨鱼仔,FLOWER YELLOW CLAM 30/40 (500gm x 20P/CTN) - PO,"WHOLE CLEAN CUTTLEFISH 40/60, å¢¨é±¼ä»” (1KG X 12), 31/40 PND VANNAMEI (1KG X 10PKTS) - PO, FRESH SEABASS 500G (G) - BTF, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, VANNAMEI SHRIMP HOSO 31/40 (10KGS) - PJ, FRESH SEABASS 500G (NG) - BTF",7
prawn (51/60),Vannamei Prawn PND 51/60 1kgx10pkt 虾肉,"Vannamei Prawn PND 51/60 1kgx10pkt 虾肉, VANNAMEI PRAWN PND 41/50 1KGX10PKT A 虾肉, Vegetable Cooking Oil (Oki) (B) 5L MY 健康标志食用油",3
Hind Hock Burn Split Half Cut 2 猪脚烧毛 开边切半,Hind Hock Burn Split Half Cut 2 猪脚烧毛开边切半,"PORK BACK BONE (284) AU, Loin Bone W/O End 龙骨去尾, PORK HUMERUS BONE HALF CUT (MULLER) DE -10KG, PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, Hind Hock Burn Split Half Cut 2 猪脚烧毛开边切半, PORK BONE IN BACK BONE (L/VALLEY) AUST 背骨, PORK BACK BONE (BONAREA) SPAIN - 10KG, Pork Kidney 猪肾, Pork Sweet Intestine by Carton-822 箱头猪粉肠",9
大白丸,COOKED FISH BALL,"CHICKEN WANTON, FRIED FISH CAKE, FISH FINGER, BEANCURD ROLL, COOKED FISH BALL",5
Canad pork collar,Canada Pork Shoulder Butt 加拿大五花,"Canada Pork Shoulder Butt 加拿大五花, Belly Skinless肚肉去皮, Canada Pork Loin Boneless 加拿大肉头, Canada Pork Belly B/L S/L 加拿大去皮肚肉",4
干鹅 everbest,(1A-26)(更加好) 素干鹅 (HALAL) 380G VGN EB CRISPY SOYA (12 PC),"(1A-26)(更加好) 素干鹅 (HALAL) 380G VGN EB CRISPY SOYA (12 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC)",3
粿条 细,Kway Teow 粿条(小) (3kg),"SMALL OIL小桶油, Fish Skin 鱼皮 (600g/PKT), Golden Prawn Pancake黄金虾饼, Chicken Breast Meat 鸡胸肉, DD Chicken Katsudon (CD) 900G, Big Ngoh Hiang Roll (大五香卷), Kway Teow 粿条(小) (3kg)",7
五香丸～,Ngoh Hiang Ball (五香丸),"Fried Fish Ball (炸鱼丸) -A, Tow Pok 豆卜, Dou Gan(M) (豆干 - 中), 手工菜果SHOU GONG CAI GUO, Ngoh Hiang Ball (五香丸), FISH FILLET (鱼排)",6
Pork shoulder,JK PORK SHOULDER 1CUT3 (BAG) SG,"JK PORK MINCED B THICK (BAG) 2KGX10PKT SG B粗, JK PORK SHOULDER 1CUT3 (BAG) SG, Vannamei Prawn PTO 21/25 1kgx10pkt 凤尾虾, Chicken Leg B/L S/O 200gm Up(Aurora)2kgx6pkt BR, JK PORK CHOP B/I 1.5CM (BAG) 5KG SG 有骨猪扒, Pork Shoulder B/L S/L (Aurora) 18kg BR 猪前腿, Vegetable Cooking Oil (Oki) (B) 5L MY 健康标志食用油, Chicken Fillet (Sadia) 2kgx6pkt BR鸡柳",8
大五香,Big Ngoh Hiang Roll (大五香卷),"Fried Big Fish Cake上大果, Wanton S, NGO HIANG  (五香卷), Big Ngoh Hiang Roll (大五香卷), Bee Hoon (米粉)",5
梅膏,(65B)梅膏 5L - PLUM SAUCE,"(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A6A) -素肠 1KG- GLUTEN INTESTINE (30 PC), (65B)梅膏 5L - PLUM SAUCE, (2B-71) -香春酱300G - VEGAN CEDAR TOON SAUCE (80 PC), (2-80)番茄风味火锅调味料200G VGN TOMATO HOTPOT BASE (24 PC)",7
Fresh Seabass G600,FRESH SEABASS 600 (G),"FROZEN SEABASS (G) 600G, SQUID FLOWER CUT (1KG X 10PKT) - PO, FRESH SEABASS 600 (G), 41/50 PTO VANNAMEI SHRIMP (1KG X 10PKTS) - PO",4
素金带鱼,(1B52B)素金带鱼片 VGN ATLANTIC WONDER,"(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A6A) -素肠 1KG- GLUTEN INTESTINE (30 PC), (65B)梅膏 5L - PLUM SAUCE, (1B52B)素金带鱼片 VGN ATLANTIC WONDER, (2-80)番茄风味火锅调味料200G VGN TOMATO HOTPOT BASE (24 PC)",7
71/90虾仁,71/90 PND VANNAMEI SHRIMP (1KG X 10PKT) - PO,"FROZEN PREMIUM SEA CUCUMBER (600-800G) - 18KG/CTN, 1/2 SHELL SCALLOP WITH ROE 9-10 - SPOF, FROZEN ABALONE MEAT WITH SHELL(10KG/CTN) - EPOH, 1/2 SHELL SCALLOP WITH ROE 9-10 CM (1 KG X 10PKTS) - PO, 71/90 PND VANNAMEI SHRIMP (1KG X 10PKT) - PO, COOKED VANNAMEI SHRIMP HOSO 26/30,10KGS PJ",7
星期一,TEOCHEW FISH MEAT BALL,TEOCHEW FISH MEAT BALL,1
虾饺,CHICKEN DUMPLING,"HANDMADE FISH CAKE, TAU KEE PUFF, FRIED FISH BALL, SEAFOOD WANTON, CUTTLEFISH WANTON, (M) FRESH FISH BALL 100, CHICKEN DUMPLING, HANDMADE VEGETABLE FISH CAKE",8
Sutchi butterfly 600/800,"SUTCHI - BUTTERFLY CUT 600-800, 10KGS","SUTCHI - BUTTERFLY CUT 600-800, 10KGS",2
Premium lion 龙骨,Loin Bone W/O End 龙骨去尾,"PORK BACK BONE (284) AU, Loin Bone W/O End 龙骨去尾, PORK HUMERUS BONE HALF CUT (MULLER) DE -10KG, PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, Hind Hock Burn Split Half Cut 2 猪脚烧毛开边切半, PORK BONE IN BACK BONE (L/VALLEY) AUST 背骨, PORK BACK BONE (BONAREA) SPAIN - 10KG, Pork Kidney 猪肾, Pork Sweet Intestine by Carton-822 箱头猪粉肠",9
小明虾,(1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC),"(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A6A) -素肠 1KG- GLUTEN INTESTINE (30 PC), (65B)梅膏 5L - PLUM SAUCE, (1B52B)素金带鱼片 VGN ATLANTIC WONDER, (2-80)番茄风味火锅调味料200G VGN TOMATO HOTPOT BASE (24 PC)",7
Fried crispy drumstick,FS07 FRIED CRISPY DRUM,"FS05 FRIED CRISPY THIGH, FS07 FRIED CRISPY DRUM",2
荔枝虾球,Lychee Shrimp Ball荔枝虾丸(10pc/Pkt),"Chef Prawn Ball厨师虾丸, NGO HIANG  (五香卷), Lychee Shrimp Ball荔枝虾丸(10pc/Pkt), Golden Prawn Pancake黄金虾饼, TEOCHEW PRAWN ROLL (潮州虾枣) 20G",5
Crispy thigh,FS05 FRIED CRISPY THIGH,"FS05 FRIED CRISPY THIGH, FS04 GOLDEN CRISPY WING, FS07 FRIED CRISPY DRUM",3
Tian tian lai tomorrow sutchl fillet 400-600,"SUTCHI FILLET 400/600GM, SQUARE (6 KGS) 84","SUTCHI FILLET 400/600GM, SQUARE (6 KGS) 84",2
菜鱼饼,FRESH FISH CAKE (VEG),"SEAFOOD RING ROLL, FRESH FISH CAKE (VEG), TAU KEE PUFF, CHICKEN BEANCURD, SEAFOOD BEANCURD, HAKKA CHICKEN MINCED MEAT, COOKED FISH BALL, MEDIUM BEAN POK",8
牛肉,BEEF SHORT PLATE SHABU 1.5MM TP(10PKTx1KG),"SWEET CORN (SUNNY FARM)(10PKTx1KG) CN, PORK BELLY S/L SLICED 1.8MM TS(10PKTx1KG), PORK BELLY B/L S/L SLICE 2.5MM (OEDO)TP(10PKTx1KG), PORK DICED MEAT 2CMx2CM TS(6PKTx2KG), PORK BELLY S/L SLICED 1.8MM TP(10PKTx1KG), BEEF SHORT PLATE SLICE 2MM (J NISSI) TP(10PKTx1KG), BEEF SHORT PLATE SHABU 1.5MM TP(10PKTx1KG)",7
小鱼条,Fish Stick (小五香),"Fish Skin 鱼皮 (600g/PKT), Golden Prawn Pancake黄金虾饼, Fish Stick (小五香), DD Chicken Katsudon (CD) 900G, Big Ngoh Hiang Roll (大五香卷)",5
la la,FRESH TILAPIA 400/600G (G),"FRESH SEABASS 500G (G) - BTF, 21/25 PTO VANNAMEI SHRIMP (1KG X 10P) - PO, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, SUTCHI (CUBE) 25/35 (2KG X 3PKTS), FRESH TILAPIA 400/600G (G), LOLIGO SQUID CUT M, (2KG/5BLK) - PO",7
Spare slab,Spare Rib 排骨,"F/T Pork Spare Ribs 褪冰排骨, Spare Rib 排骨, Pork Liver 猪肝(散), Hind Hock Burn Split Half 猪脚烧毛开边, PORK FAT CUBE 2CM BAG(7PKTx2KG), Pork Loin Tendon 肉头根, Pork Sweet Intestine 猪粉肠(散), PORK SPARE RIB (FRIMESA) -20KG BR",8
猪肝1,Liver Roll (猪肝卷),"Dou Zhi (豆支卷), (S) Ma Ti Dan (马蹄蛋)-小, Liver Roll (猪肝卷), Fried Beancurd Roll (炸豆支卷), CHINESE SAUSAGE (灌肠), Chef's Prawn Roll (厨师虾卷), PRAWN CRACKER (虾饼), Sliced Ginger (姜片)",8
Nugget,TEMPURA CHICKEN NUGGET,"N1 CHICKEN NUGGET (10PKT), A03 COOKED WINGSTICK, A11 POP CORN CHICKEN 1KG, TEMPURA CHICKEN NUGGET",4
无骨鸡,CHICKEN LEG B/L S/O (SEARA) (6PKTx2KG) BR,"Pork Big Bone Cut 切割大骨, PORK LOIN RIB FINGER CUT -10KG, PORK FAT CUBE 2CM BAG(7PKTx2KG), Belly肚肉, CHICKEN LEG B/L S/O 200G UP (SADIA)(6PKTx2KG)-12KG, PORK LOIN B/L (FRIMESA) -25KG BR, Minced Meat Grade B搅肉, Minced Meat Grade A上等搅肉, CHICKEN LEG B/L S/O (SEARA) (6PKTx2KG) BR",9
攪黃姜,(2A-2023A) -一公斤 黄姜 - Yellow Ginger,"(1B51)齐善猴头菇 1 KG WP VGN MONKEY HEAD MUSHROOM (12 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A-23A) -一公斤 马搅力 - Candlenut Grounded, (2A-2023A) -一公斤 葱毛 - Lemon Grass Grounded, (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2A-2023A) -一公斤 黄姜 - Yellow Ginger, 2B-77 齐善 黄豆卷(白素鸡) 500G VGN SOYA BEAN ROLL (20 PC), (2A-2023A) -一公斤 南姜 - Tumeric Powder",8
Popcorn chicken,A11 POP CORN CHICKEN 1KG,"ROASTED MID JT WING, A11 POP CORN CHICKEN 1KG, GRILLED CHIX STEAK (5PKT)",3
Organic,CHEW'S ORGANIC SELENIUM FRESH BROWN EGGS (550G) 10S,"CHEW'S ORGANIC SELENIUM FRESH BROWN EGGS (550G) 10S, CHEW'S FRESH KAMPONG EGGS (210G) 6S, CHEW'S OMEGA 3 FRESH WHITE EGGS (550G) 10S, CHEW'S CAGE-FREE FRESH BROWN EGGS (330G) 6S, CHEW'S CORN RICH FRESH BROWN EGGS (500G) 10S, CHEW'S FRESH BROWN EGGS (600G) 10S, FIRST CHOICE CORN & SOYA FRESH BROWN EGGS (500G) 10S, CHEW'S OMEGA 6 FRESH BROWN EGGS (550G) 10S",8
super crispy chicken,(22) SUPER CRISPY CHICKEN 1KG,(22) SUPER CRISPY CHICKEN 1KG,1
cheese tofu,Cheese Tofu (EB) 500gmx20pkt MY 芝士豆腐,"Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块, JK PORK MINCED B (BAG) 2KGX6PKT SG 猪肉碎B, Chicken Spicy Wing Stick (Saha Farms) 1kgx10pkt TH, Cheese Tofu (EB) 500gmx20pkt MY 芝士豆腐",4
Kampong egg,CHEW'S FRESH KAMPONG EGGS (210G) 6S,"CHEW'S FRESH BROWN EGGS (600G) 10S, CHEW'S FRESH KAMPONG EGGS (210G) 6S",2
猪肉碎A,JK Pork Minced A (Bag) 2kgx10pkt SG 猪肉碎A,"Cream Dory Fillet 400-600gm 6kg (2) VN  多利魚, JK PORK FAT CUBE 2CM 5KG/PKT SG 猪油丁, JK CHICKEN WHOLE LEG CUT 2’’ 5KG/PKT SG 鸡大腿切, JK CHICKEN WHOLE LEG CUT 2'' 15KG SG 鸡大腿切2”, JK Beef Sliced 0.3cm (Bag) 2kg SG 牛肉片, JK PORK MINCED A (BAG) 2KGX6PKT SG 猪肉碎A, Fish Toman Fillet (S) 20kg TH 生鱼, JK PORK MINCED A THICK (BAG) 2KGX10PKT SG A粗",8
Chicken wings,CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅,"CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅, Chicken Wing 90gm Up (Alliz) 15kg BR 鸡翅, Chicken Wing 90gm Up (Aveguay) 15kg AR 鸡翅, Chicken Wing 100-120gm (Aurora) 9kg BR 鸡翅100-120, EGG TOFU (TUNG) 130GM,(180PCX1) MY 蛋豆腐, JK Mutton Tripe Cut 2.5cm (Bag) SG 羊肚切",7
Shoyu,SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PULLED PORK (TAKAGI) VAC(10PKTx1KG), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",8
C/nugget,Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块,"Hash Browns Triangle (Ecofrost) 2.5kgx4pkt BE 三角, Chicken Taiwan Sausage (Golden Dragon) 500gmx10pkt, Hashbrowns Triangle (Farmchef) 2kgx5pkt BE 三角土豆饼, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块, Crab Bite Surimi Minced (Shipleader) 1kgx10pkt TH",6
梅膏,(65B)梅膏 5L - PLUM SAUCE,"(64A) 酱青 5L - LITE SOY SAUCE, 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A25A)素世界 素 叉烧切900G VGN BBQ GLUTEN SLICED VWF (10 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (3-59)黑松露 500G BLACK TRUFFLE SAUCE (12 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A22A) 素世界 素鸡丁900G VGN CHICKEN DICED VWF (20 PC), (65B)梅膏 5L - PLUM SAUCE, (65B)白醋 5L- VINEGAR",9
4ctn chicken boneless legs with skin,Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿,"Palm Cooking Oil (Siong Heng) (Tin) 16kg MY松兴植物油, Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, CHICKEN LEG B/L S/O 200GM UP (COPACOL) 2KGX6PKT BR, CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR, JK BEEF SLICED 0.3CM (BAG) 2KG SG 牛肉片",5
皮蛋,Century Egg  (皮蛋),Century Egg  (皮蛋),1
asparagus green jumbo,ASPARAGUS GREEN JUMBO USA 美国芦笋 (KG),"CHILLI PADRON 墨西哥波布拉诺辣椒 (KG), TOMATO (500G/PKT) 蕃茄, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), BROCCOLINI 西兰花苗, POTATO LOCAL 土豆 / 马铃薯, ASPARAGUS GREEN JUMBO USA 美国芦笋 (KG), CHILLI PADRON 墨西哥波布拉诺辣椒 (500G/PKT)",7
芋酥,Yam  Roll (芋酥),"YAM  ROLL (芋酥), DD Chicken Katsudon (CD) 900G",2
sgw,SUTCHI STEAKS (60-80GM) 2KGX5PKTS,SUTCHI STEAKS (60-80GM) 2KGX5PKTS,1
代号44E,Fried Beancurd Roll (炸豆支卷),"BIAN XIANG (扁香), YAM  ROLL (芋酥), Fried Beancurd Roll (炸豆支卷), Gan Er (干鹅), PRAWN CRACKER (虾饼)",5
Chicken wings,Chicken Wing 100-120gm (Aurora) 9kg BR 鸡翅100-120,"CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅, Chicken Wing 90gm Up (Alliz) 15kg BR 鸡翅, Chicken Wing 90gm Up (Aveguay) 15kg AR 鸡翅, Chicken Wing 100-120gm (Aurora) 9kg BR 鸡翅100-120, EGG TOFU (TUNG) 130GM,(180PCX1) MY 蛋豆腐, JK Mutton Tripe Cut 2.5cm (Bag) SG 羊肚切",7
星期一500-40,(L)FRESH FISH BALL 100,"(L)FRESH FISH BALL (50), (L)FRESH FISH BALL 100, FRIED FISH CAKE (BLACK)",3
Lemongrass,LEMONGRASS 香茅,"LIME SEEDLESS 无子青柠檬, ROSEMARY 迷迭香 (50G/PKT), BLUEBERRY 兰莓 (100G-125G/PKT)",3
Small lime,LIME SMALL / CALAMANSI 酸柑 / 柑仔,"YAM 芋头, LIME SEEDLESS 无子青柠檬, LIME SMALL / CALAMANSI 酸柑 / 柑仔, GRAPEFRUIT PINK 葡萄柚 (250G-350G/PCS)",4
Karaage,(11) CRISPY CHIX ORIGINAL 1KG,"A09 CRUNCHY BONELESS THIGH, (11) CRISPY CHIX ORIGINAL 1KG, FS01 FRIED 2 JOINT WING",3
排骨切(1寸),JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG,"JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, Pork Tails (LO) SW 10Kg/Ctn 猪尾, Pork Tail (Frimesa) 20kg BR 猪尾, White Prawn HOSO Semi IQF 8/10 1kgx10pkt 红脚虾, JK PORK FAT CUBE 2CM 5KG/PKT SG 猪油丁, JK Pork Spare Rib Cut 2"" (Bag) 10kg SG, JK PORK SLICED 3MM (BAG) 2KG SG 猪肉片, Pork Tail (Tonnies) 10kg DE 猪尾, SERVICE FEE",9
瘦肉片-12KG,JK PORK SLICED 3MM (BAG) 2KG SG 猪肉片,"JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, JK PORK FAT CUBE 2CM 5KG/PKT SG 猪油丁, JK PORK MINCED B (BAG) 2KGX6PKT SG 猪肉碎B, JK PORK SPARE RIB CUT 2'' 5KG/PKT SG 肋排切, JK PORK SLICED 3MM (BAG) 2KG SG 猪肉片, JK PORK MINCED A (BAG) 2KGX6PKT SG 猪肉碎A",6
Mock Fish- Fish Ball 素鱼丸,(1-90)素世界-鱼丸 - 500G VGN FISH BALL (18 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (1A25A)素世界 素 叉烧切900G VGN BBQ GLUTEN SLICED VWF (10 PC), (1-90)素世界-鱼丸 - 500G VGN FISH BALL (18 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (62)(红红红) 大罐 (红) 冬炎 2KG VGN TOMYAM (BIG) (6 PC), (2B) 素黄金鱼豆腐 1KG WP VGN GOLDEN FISH TOFU (12 PC), (2A)素小春卷400G SPRING ROLL (SMALL) ***** (20 PC)",9
明天中丸800*切片鱼饼,(M) FRESH FISH BALL 100,"(M) FRESH FISH BALL 100, SLICED FISH CAKE, (M) FRESH FISH BALL50",3
yamroll,YAM  ROLL (芋酥),"Chilli Sauce (辣椒酱) 3KG/PKT, YAM  ROLL (芋酥), PRAWN CRACKER (虾饼), BEAN SPROUT CAKE (豆芽饼)",4
chiken nugget,TEMPURA CHICKEN NUGGET,"N1 CHICKEN NUGGET (10PKT), A11 POP CORN CHICKEN 1KG, TEMPURA CHICKEN NUGGET, A01 SPICY WINGSTICK",4
Chicken Ham,Chicken Ham Picnic - S (GC) 1kgx20pkt SG 鸡火腿,"Chicken Ham Picnic - S (GC) 1kgx20pkt SG 鸡火腿, CHICKEN POPCORN (PREMIER FIRST) 1KGX10PKT TH, Fish Burger 32pcs (Sahir) 2.5kgx6pkt SG  鱼肉饼, Mayonnaise (Creamland) 3ltrx4tub SG  美乃滋酱, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, RTH Breaded Chicken Burger 30pcs (SLH) 7pktXCtn, POPCORN CHICKEN (FREEZEPAK) 1KGX10PKT TH 辣味鸡米花",7
Frozen Toman Sliced,FROZEN TOMAN SLICE (1KG X 10PKT) - PO,FROZEN TOMAN SLICE (1KG X 10PKT) - PO,1
frimesa pork loin,PORK LOIN B/L (FRIMESA) -25KG BR,"PORK SOFT BONE CUT 2CM BAG(5PKTx2KG), PORK MINCE (2T) 70/30 BAG (8PKTx2KG), PORK LOIN B/L (FRIMESA) -25KG BR",3
小五香,Fish Stick (小五香),"Fried Fish Ball (炸鱼丸) -A, YAM  ROLL (芋酥), Bei Jing Yuan (北京丸), Fish Stick (小五香), Ngoh Hiang Ball (五香丸), Fish Ball (鱼丸), OTAH ROLL (乌打卷)",7
