input,match,product_guide,product_guide_count
Strawberry,STRAWBERRY 草莓 (200G-250G/PUN),"DILL 茴香 / 莳萝 (50G/PKT), THYME 白里香 (50G/PKT), TOMATO BEEF 大蕃茄 (KG), ROSEMARY 迷迭香 (50G/PKT), FROZEN GREEN PEA 冷冻青豆 (1KG/PKT), PANDAN LEAF 香兰叶 (500G/BUN), BABY CARROT WITH SPROUT - ORANGE 橘色澳洲小萝卜, BLACKBERRY 黑莓 (100G-125G/PKT), EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), PEA SWEET / ENGLISH PEA / GARDEN PEA 甜豆 (130G/PKT), BABY CARROT WITH SPROUT - PURPLE 紫色小萝卜荷兰, ITALIAN LETTUCE MIZUNA GREEN 125G 青水菜, TOMATO CHERRY VINE RED 枝上红樱桃蕃茄, CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), STRAWBERRY 草莓 (250G/PUN), STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), BABY ROMAINE LETTUCE / LITTLE GEM / BABY COS LETTUCE 小罗曼, BABY CARROT WITH SPROUT - YELLOW 黄色小萝卜荷兰, (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, CHERVIL 细叶芹 (30G/PKT), TOMATO MOMOTARO 桃太朗蕃茄, BABY CARROT ORANGE 200G 橘色小萝卜荷兰, PARSNIP 防风草, SPEARMINT 薄荷叶 (50G/PKT), TARRAGON 龙蒿草 (50G/PKT), WATERMELON 5KG 无子西瓜, STORY FRESH - ROCKET SALAD 澳洲芝麻叶 (500G/PKT), BASIL 罗勒 / 九辰塔 (50G/PKT), GARLIC BLACK 黑蒜头 (100G/PKT), EDIBLE FLOWER - VIOLA (10G/PUN), RADISH GREEN MEAT 青萝卜, EDIBLE FLOWERS - OXALIS FLOWERS 40PCS FL_OXF, BLUEBERRY 兰莓 (100G-125G/PKT), LIQUID EGG YOLK 液蛋黄 (2KG/PKT), EGGS QUAIL 鹌鹑蛋 (15 PCS/PKT)",35
Pork shoulder,FR Shoulder Lean自然猪前赤,"FR Shoulder Butt自然猪五花肉, FR Loin Baby Ribs自然猪特龙, PORK BELLY KUROBUTA SUKIYA (M/AFF) SP(20PKTx200G), FR Shoulder Lean自然猪前赤, PORK EAR (FRIMESA) -15KG BR, Pig Head Cut 猪头切, Frozen Pig Head 冷冻猪头, Family Pack FR Fore Leg自然猪前段, FR Hind Leg Skin On 自然猪后腿仔, Cutting Fee 切割费, Processing Service  - Kg加工费, PORK LOIN B/L (SULINA) -18KG BR, FR Belly自然猪肚肉, Pork Hind Trotter 猪脚尖, Back Fat背油, PORK LOIN B/L CUT 1.5CM TS (10PKTx1KG), FR Shoulder Leg Bone In 自然猪前腿, FR Loin Rack Skin On自然猪龙排带皮, PORK COLLAR IBERICO SHABU (M/AFF) SP(20PKTx250G), FR Loin Rack 自然猪龙排, Pork Fat猪油, PORK JOWL STEAK 3MM FAT (BOSELER) -5KG DE, Pig Head 猪头, PORK LOIN B/L (FRIMESA) -25KG BR, Aust. Pork Side A 澳洲猪边 A, Pork Skin 猪皮, FR Middle Cut 自然猪中段, FR Pork Big Bone自然猪大骨, PORK CHOP B/I 1.2CM TS(3PKTx5KG), PORK JOWL MEAT (STEAK) VP (FRISELVA) ES, Front Trotter前猪手尖, PORK BELLY KUROBUTA S/L SINGLE RIBBED, FR Pork Fillet 自然猪腰肉",33
2,CHINESE SAUSAGE (灌肠),"BIAN XIANG (扁香), (S) Ma Ti Dan (马蹄蛋)-小, Fried Beancurd Roll (炸豆支卷), BEAN SPROUT CAKE (豆芽饼), PRAWN CRACKER (虾饼), Egg Roll (蛋卷), Luncheon Meat午餐肉, Yam Wu Xiang (芋头五香), CHINESE SAUSAGE (灌肠), 大菜果Veg Fish Cake, Jian Yu Bing (尖鱼饼), Chef's Prawn Roll (厨师虾卷), Sliced Ginger (姜片), OTAH ROLL (乌打卷), Sweet Sauce (卤酱), Small Chef's Prawn Roll (小厨师虾卷), Dou Zhi (豆支卷), SPECIAL GRADE CHILLI SAUCE 3KG (特级辣椒酱), Liver Roll (猪肝卷), NGO HIANG  (五香卷), Dou Gan(M) (豆干 - 中), Peanut (花生) - 500G/PKT, Century Egg  (皮蛋), Spring Roll (薄饼), Sotong Roll (苏东卷), JUMBO BAO BING (薄饼), YAM  ROLL (芋酥), BIG FISH BALL (XL) 特大鱼丸, Golden Prawn Pancake黄金虾饼, Cuttlefish Croquette (苏东排), SOTONG YOU TIAO (苏东油条), Fried Onion/油葱, QQ Pork sausage (台湾香肠－猪), Peeled Garlic /拨皮蒜肉, Bee Hoon (米粉)",35
Vegan Mayonaise,(2-70) 大罐 美乃滋酱 3L- VEGAN MAYONAISE (4 PC),"日式天妇罗 600G PLANT BASED TEMPURA SHRIMP ROLL, 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A-1A)(3KG)(吉味) 素大明虾 VGN TAIWAN BIG PRAWN (6 PC), (1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A4A)(大片)更加好 素豆包500G EB VGN FRESH SOY CHIP (12 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), 素芋泥角（苏东）-VEGETARIAN TARO SAMOSA, (2A-41)荷叶饭(10PCS)- LOTUS LEAF RICE 300G, (9B-30) 500G 腊肠 WP - TAIWAN SAUSAGE 20PKT/CTN (20 PC), 2B(新) 美式鸡块900G VGN CHICKLESS NUGGET (20 PC), 咸鱼翻身 VEG SALTED FISH 130G, (1B-51)午餐肉-800G VGN LUNCHEON MEAT (24PCS) (30 PC), (2B-71) -香春酱300G - VEGAN CEDAR TOON SAUCE (80 PC), 炸花枝圈(裹粉)(3KG)VEGAN FRIED SQUID RING (4 PC), (2-70) 大罐 美乃滋酱 3L- VEGAN MAYONAISE (4 PC), (2B-71)-素鱼柳汉堡扒500G- VGN FISH STEAK(10PCS) (20 PC)",16
干豆,Dou Gan(M) (豆干 - 中),"Fried Fish Ball (炸鱼丸) -A, (S) Ma Ti Dan (马蹄蛋)-小, Liver Roll (猪肝卷), CHINESE SAUSAGE (灌肠), Dou Gan (S)(豆干-小), Fish Paste (鱼浆), Dou Gan(M) (豆干 - 中), Jian Yu Bing (尖鱼饼), Century Egg  (皮蛋), Fish Ball (鱼丸), Chef's Prawn Roll (厨师虾卷), PRAWN CRACKER (虾饼), Sliced Ginger (姜片), Beansprout/豆芽, Bee Hoon (米粉)",15
Red skin potato,POTATO RED SKIN / POTATO DESIREE 红皮土豆 / 红皮马铃薯,"CARROTS 红萝卜, THYME 白里香 (50G/PKT), SPRING ONION 青葱, GARLIC SPROUT  蒜苔 (250G/BUN), LETTUCE CORAL GREEN / LOLLO BIANDO 青珊瑚生菜, AUSTRALIA CURLY KALE 羽衣甘兰, ONION PEELED 去皮大洋葱, ROSEMARY 迷迭香 (50G/PKT), BROCCOLI CHINA 中国西兰花, CELERY IMPORTED 西芹菜, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), TOMATO CHERRY RED 小蕃茄, CORIANDER 香菜 / 芫荽 (300G-350G/BUN), POTATO RED SKIN / POTATO DESIREE 红皮土豆 / 红皮马铃薯, BAY LEAF 月桂叶 (50G/PKT), ONION PEELED 去皮大洋葱 (1KG/PKT), CUCUMBER 黄瓜, CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), ITALIAN LETTUCE MIZUNA GREEN 125G 青水菜, LEMON YELLOW 黄柠檬 (150G-200G/NOS), OREGANO 牛至叶 (50G/PKT), PADI CHILLI RED 红小辣椒 / 红潮天椒 (250G/PKT), RADISH RED BABY 小红圆萝卜 (125G/PKT), ITALIAN FLAT PARSLEY 意大利香菜 / 意大利芫荽 (50G/PKT), BROCCOLI AUST 澳洲西兰花, BASIL 罗勒 / 九辰塔 (50G/PKT), SAGE 鼠尾草 (50G/PKT), LETTUCE CORAL RED / LOLLO ROSSA 红珊瑚生菜, MUSHROOM WHITE BUTTON 白蘑菇 (KG), STORY FRESH - ROCKET SALAD 澳洲芝麻叶 (500G/PKT), CUCUMBER JAPANESE 日本黄瓜 (KG), LEMON 黄柠檬盒装 (88-113PCS/CTN), SDM - BROWN SHIMEJI (150G/PKT)",33
Chervil,CHERVIL 细叶芹 (30G/PKT),"DILL 茴香 / 莳萝 (50G/PKT), THYME 白里香 (50G/PKT), TOMATO BEEF 大蕃茄 (KG), ROSEMARY 迷迭香 (50G/PKT), FROZEN GREEN PEA 冷冻青豆 (1KG/PKT), PANDAN LEAF 香兰叶 (500G/BUN), BABY CARROT WITH SPROUT - ORANGE 橘色澳洲小萝卜, BLACKBERRY 黑莓 (100G-125G/PKT), EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), PEA SWEET / ENGLISH PEA / GARDEN PEA 甜豆 (130G/PKT), BABY CARROT WITH SPROUT - PURPLE 紫色小萝卜荷兰, ITALIAN LETTUCE MIZUNA GREEN 125G 青水菜, TOMATO CHERRY VINE RED 枝上红樱桃蕃茄, CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), STRAWBERRY 草莓 (250G/PUN), STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), BABY ROMAINE LETTUCE / LITTLE GEM / BABY COS LETTUCE 小罗曼, BABY CARROT WITH SPROUT - YELLOW 黄色小萝卜荷兰, (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, CHERVIL 细叶芹 (30G/PKT), TOMATO MOMOTARO 桃太朗蕃茄, BABY CARROT ORANGE 200G 橘色小萝卜荷兰, PARSNIP 防风草, SPEARMINT 薄荷叶 (50G/PKT), TARRAGON 龙蒿草 (50G/PKT), WATERMELON 5KG 无子西瓜, STORY FRESH - ROCKET SALAD 澳洲芝麻叶 (500G/PKT), BASIL 罗勒 / 九辰塔 (50G/PKT), GARLIC BLACK 黑蒜头 (100G/PKT), EDIBLE FLOWER - VIOLA (10G/PUN), RADISH GREEN MEAT 青萝卜, EDIBLE FLOWERS - OXALIS FLOWERS 40PCS FL_OXF, BLUEBERRY 兰莓 (100G-125G/PKT), LIQUID EGG YOLK 液蛋黄 (2KG/PKT), EGGS QUAIL 鹌鹑蛋 (15 PCS/PKT)",35
福州条,FUCHOU FISH FINGER,"SEAFOOD RING ROLL, CHICKEN WANTON, TAU KEE PUFF, CUTTLEFISH WANTON, YAKITORI BEANCURD ROLL, CHICKEN DUMPLING, CHEESE TOFU 1 KG, FRESH TAU KWA (S), CUTTLEFISH TOFU, FRESH FISH CAKE (VEG), KOREAN FISH CAKE, FRIED FISH BALL, LONG FISH CAKE, TEOCHEW FISH CAKE (20PCS), TEOCHEW FISH MEAT BALL, (M) FRESH FISH BALL 100, (M) FRESH FISH BALL50, CUTTLEFISH BALL (500GM X 2PACK), CHICKEN NGOH HIANG BALL, FUCHOU FISH FINGER, SEAWEED CHICKEN 紫菜鸡 1KG, CHICKEN OTAK, EGG TOFU, MALA, SMALL SITO-FISH CAKE, Y.T.F - FISH MEAT",26
手工菜丸,HANDMADE FRESH FISH BALL (VEG) 50,"SEAFOOD RING ROLL, CHICKEN OTAK, CHICKEN WANTON, TAU KEE PUFF, KOREAN FISH CAKE, CHICKEN BEANCURD, HANDMADE FRESH FISH BALL (VEG) 50, CUTTLEFISH WANTON, LONG FISH CAKE, SEAWEED CHICKEN 紫菜鸡 1KG, FULLY COOKED FRIED CHICKEN CRISPY KATSUDON, SEAFOOD BEANCURD, CHICKEN CHEESE MEAT BALL, FRIED MUSHROOM 2KG, MINCED CHICKEN 2KG, SAMBAL CHILLI",16
japanese cucumber,CUCUMBER JAPANESE 日本黄瓜 (KG),"GRAPEFRUIT PINK 葡萄柚 (250G-350G/PCS), PINEAPPLE DOLE 菲侓宾黄梨 (700G-800G/NOS), ROSEMARY 迷迭香 (50G/PKT), LIME LEAF / KAFFIR LEAVES 柠檬叶 (300G/BUN), CELERY IMPORTED 西芹菜, PADI CHILLI GREEN 青小辣椒 / 青朝天椒 (250G/PKT), BLACKBERRY 黑莓 (100G-125G/PKT), GINGER YOUNG 幼姜 / 子姜, EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), STRAWBERRY 草莓 (250G/PUN), LEMON YELLOW 黄柠檬 (150G-200G/NOS), CHILLI JALAPENO GREEN青墨西哥哈拉贝纽辣椒, APPLE FUJI RED 富士红萍果 (100G-150G/NOS), BANANA LEAF 香蕉叶 (10PCS), SPEARMINT 薄荷叶 (50G/PKT), STRAWBERRY 400G 草莓, CHILLI GREEN 青辣椒 (250G/PKT), LIME SMALL / CALAMANSI 酸柑 / 柑仔, PADI CHILLI RED 红小辣椒 / 红潮天椒 (250G/PKT), PINEAPPLE HONEY 水晶黄梨 (700G-800G/NOS), WATERMELON 5KG 无子西瓜, ORANGE VALENCIA 水橙子 (120G-200G/NOS), BASIL 罗勒 / 九辰塔 (50G/PKT), CUCUMBER JAPANESE 日本黄瓜 (KG), LIME SEEDLESS 无子青柠檬, BLUEBERRY 兰莓 (100G-125G/PKT)",26
白肉香,TEOCHEW FISH MEAT BALL,"SEAFOOD RING ROLL, FRESH FISH CAKE (VEG), FISH PASTE, KOREAN FISH CAKE, TAU KEE PUFF, CHICKEN BEANCURD, SMALL SITO-FISH CAKE, CUTTLEFISH WANTON, CHICKEN BIG NGOH HIANG, TEOCHEW FISH MEAT BALL, BEANCURD ROLL, CHICKEN DUMPLING, HANDMADE FRESH FISH BALL (W) 50",13
Chicken Cutlet / 炸鸡排,DD Chicken Katsudon (CD) 900G,"Fried Beancurd Roll (炸豆支卷), DD Chicken Katsudon (CD) 900G, BEAN SPROUT CAKE (豆芽饼), PRAWN CRACKER (虾饼), Egg Roll (蛋卷), Fried Bian Xiang (炸扁香), CHINESE SAUSAGE (灌肠), Chef's Prawn Roll (厨师虾卷), OTAH ROLL (乌打卷), Seaweed Chicken (紫菜鸡), Liver Roll (猪肝卷), Gan Er (干鹅), Century Egg  (皮蛋), Spring Roll (薄饼), JUMBO BAO BING (薄饼), YAM  ROLL (芋酥), Fried Ngo Hiang (炸五香卷), Cuttlefish Croquette (苏东排), SOTONG YOU TIAO (苏东油条), QQ Pork sausage (台湾香肠－猪)",20
干海椒,SPEARMINT 薄荷叶 (50G/PKT),"CARROTS 红萝卜, SPRING ONION 青葱, GINGER OLD 老姜, MUSHROOM SHITAKE 花菇, PUMPKIN BUTTERNUT 澳洲胡桃南瓜, ROSEMARY 迷迭香 (50G/PKT), BROCCOLI CHINA 中国西兰花, DOU MIAO LOCAL 本地豆苗 (100G/PKT), BEAN SPROUT SMALL 豆芽, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), CORIANDER 香菜 / 芫荽 (300G-350G/BUN), PADI CHILLI GREEN 青小辣椒 / 青朝天椒 (250G/PKT), CHINESE COZ LETTUCE / YOU MAI CHYE 油麦菜, SHANGHAI GREEN 上海青, GINGER YOUNG 幼姜 / 子姜, POTATO LOCAL 土豆 / 马铃薯, EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), EGGS 鸡蛋 (30 PCS/TRAY), STRAWBERRY 草莓 (250G/PUN), LEMON YELLOW 黄柠檬 (150G-200G/NOS), CELERY LOCAL 本地芹菜, CELTUCE 莴笋, SPEARMINT 薄荷叶 (50G/PKT), PADI CHILLI RED 红小辣椒 / 红潮天椒 (250G/PKT), EGGPLANT BABY PURPLE 小茄子, LEEK JAPANESE / SHIRONEGI / BEI CHONG 北葱 / 日本葱, MANGO HONEY / MANGO THAI 泰国芒果, HOKTO - BUNAPI / WHITE SHIMEIJI MUSHROOM 100G 白玉菇, CUCUMBER JAPANESE 日本黄瓜 (KG), EGGPLANT LONG BRINJAL 长茄, EDIBLE FLOWER - VIOLA (10G/PUN), GRAPE GREEN SEEDLESS 青葡萄, SDM - BROWN SHIMEJI (150G/PKT), CABBAGE ROUND 包菜",34
dory fish,CREAM DORY FILLET 400-600GM (DOUBLE FISH) 6KG VN,"JK PORK CHOP B/I 1CM 5KG/PKT SG 有骨猪排, SQUID RING SKIN ON 1KGX10PKT CN 带皮苏东圈, Cream Dory Fillet 400-600gm 6kg (2) VN  多利魚, JK Pork Collar Slice 0.4CM 2Kg/Pkt 梅肉片, JK Chicken Minced (Bag) 2kgx10pkt SG, Perdigao Whole Chicken 900G, 12Pc/Ctn 900鸡, PORK BELLY SINGLE RIBBED S/O (SULINA) 18KG BR 三层肉, EGG TOFU (TUNG) 130GM,(180PCX1) MY 蛋豆腐, Sanderson Chicken L/Q (Jumbo) 15Kg/Ctn 鸡半腿, CREAM DORY FILLET 400-600GM (DOUBLE FISH) 6KG VN, Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, JK PORK FAT CUBE 2CM 5KG/PKT SG 猪油丁, JK Beef Minced (Bag) 2kgx10pkt SG 牛肉碎, Chicken Whole 900gm (HLRB) 900gmx10pkt MY, Chicken Wing 120-150gm (Perdigao) 15kg BR 鸡翅, JK Beef Chuck Tender Slice 1.5MM 2Kg/Pkt牛肩胛涮肉, Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, Beef Chuck Tender (Minerva) BR 牛肩胛肉, JK Beef Chuck Tender Shabu 1.5mm (Bag) 5kg SG牛肩胛涮肉, CREAM DORY FILLET 400-600GM (S) 6KG VN 多利魚, CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅, JK CHICKEN SLICED 0.3CM (BAG) 2KGX6PKT SG 鸡肉片, Cream Dory Fillet 220gm Up 6kg VN 多利魚, JK Pork Collar Shabu 1mm (Bag) SG, Chicken Wing 100-120gm (Aurora) 9kg BR 鸡翅100-120, Pork Belly Sheet Ribbed S/O (Seara) BR 削骨三层肉, DUROC PORK BELLY SHEET RIBBED S/L (NEGRO MONTANA) , PORK JOWL MEAT (UGGLARPS) SE 猪脸頬肉, Pork Collar Slice 梅肉片, Pork Belly Sheet Ribbed S/L (Alegra) BR 无皮削骨三层肉, POPCORN CHICKEN (FREEZEPAK) 1KGX10PKT TH 辣味鸡米花",34
Basil,HERB BASIL 巴西叶,"CHINESE CELERY 芹菜, HERB ITALIAN PARSLEY 意大利芫西, CHERRY TOMATO 樱桃番茄, HERB BASIL 巴西叶, LEMON GRASS / SERAI 葱毛, HERB CHIVE, BLUEBERRY 蓝莓, MINT LEAF 薄荷叶, CRESS SHISO GREEN, ASPARAGUS 芦笋, STRAWBERRY 草莓, SPRING ONION  青葱, PEELED LARGE ONION 去皮大洋葱, EDIBLE FLOWER, ORANGE 橙, EGG 鸡蛋, FRENCH BEAN 大毛豆, PEELED GARLIC 蒜肉, YELLOW LEMON 黄柠檬, MESCLUN SALAD 沙拉生菜, CHERRY TOMATO ON VINE 带藤小番茄, BUTTON MUSHROOM 白菇, PEELED SHALLOT 葱肉, BABY FINE BEAN 小毛豆, CRESS SHISO RED, FRENCH BEAN 毛豆, RED CHILLI PADI 小红辣椒, HERB THYME 百里香",28
Pencil Asparagus,PENCIL ASPARAGUS 小芦笋,"PEELED POTATO 去皮马铃薯, PORTOBELLO MUSHROOM 大花菇, GREEN FRISEE 青菲茜, CHERRY TOMATO 樱桃番茄, OYSTER MUSHROOM 鸡丝菇, LEMON GRASS / SERAI 葱毛, JAPANESE CUCUMBER 日本青瓜, XIAO BAI CAI 小白菜, RED CARROT 红萝卜, CORN 玉米, WHITE SHIMEIJI MUSHROOM 白玉菇, SPRING ONION  青葱, MANDARIN ORANGE 柑, PENCIL ASPARAGUS 小芦笋, ORANGE 橙, BABY POTATO 小马铃薯, EGG 鸡蛋, WATERMELON 红肉西瓜, ROCKMELON 哈密瓜, SHITAKI MUSHROOM 日本花菇, ROMAINE LETTUCE 罗马生菜, PEELED BOMBAY ONION 去皮红大葱, MINCED GARLIC 蒜肉碎, BROWN SHIMEIJI MUSHROOM 松菇 / 蟹味菇, PETAI 臭豆, BROCCOLI 西兰花, BEIJING CABBAGE 北京包菜, RED CHILLI PADI 小红辣椒, JAPANESE SWEET POTATO 日本番薯, ENOKI MUSHROOM 金针菇, RED APPLE 红苹果, KING OYSTER MUSHROOM 杏鲍菇, LONG BEAN 菜豆, TANG-OH 茼蒿",34
Fresh sea bass (800),FRESH SEABASS 800 (G),"FRESH SEABASS 800 (G), OYSTER MEAT (M), 1KG X 10PKTS, PAN ROYAL, FRESH SEABASS FILLET, FRESH SQUID WHOLE 5/6, FRESH SALMON TC (P) NO - YPOF, FRESH SQUID 8/10, FRESH TIGER PRAWN 16/20, COOKED TIGER PRAWN 31/35, 10KG - PJA, FRESH FLOWER GROUPER CL, COOKED TIGER PRAWN 21/25, 10KG - PJ",14
spare rib 排骨,Spare Rib 排骨,"Shoulder Butt Bone In 五花带骨, Pork Tongue 猪舌, Shoulder Butt With Skin五花肉带皮, Belly肚肉, Pork Tail 猪尾, Spare Rib With Collar 排骨连五花, Loin Prime Ribs With Cartilage特龙带骨支, Loin Boneless Skin On 肉头带皮, Hind Knuckle (German) 德式后元蹄, Shoulder Butt 五花肉, Pork Fillet 腰肉, Loin Boneless Fat On 肉头带油, Pork Diaphiam 猪肝沿, Shoulder Lean Skin On Bone In前赤带皮带骨, Loin Bone In With Fat毛骨带油, Hind Lean 后赤, Pork Skin 猪皮, Spare Rib 排骨, Front Trotter前猪手尖",19
Prawn meat,51/60 PND VANNAMEI SHRIMP (1KG X 10PKTS) - PO,"BLACK TIGER HOSO 21/25 (1OKGS) - TPOS, SUTCHI FILLET 230/300GM, SQUARE (6 KGS) 84, BLACK TIGER HOSO 21/25 (1OKGS) - PJ, SCALLOP MEAT10/20 IQF (13.62KG/CTN) - JPOK, OYSTER MEAT (M), 1KG X 10PKTS, PAN ROYAL, SCOTIA BAY SCALLOP MEAT 16/20, 1KG X 10/CTN, OYSTER MEAT (L), 2KG X 5PKTS, PO, SQUID FLOWER CUT (1KG X 10PKT) - PO, SUTCHI FILLET 170-230GM SQUARE 6KG, '84', 51/60 PND VANNAMEI SHRIMP (1KG X 10PKTS) - PO, SCALLOP MEAT10/20 IQF (454M/30PKT/CTN) - JPOK, FROZEN SALMON FILLET - 15KG/CTN - PO, SUTCHI FILLET PREMIUM 170-230 (10KG/CTN) - KL, OYSTER MEAT (L), 2KG X 5PKTS, ST",23
Valencia orange,ORANGE VALENCIA 水橙子盒装 (80-113PCS/CTN),"CARROTS 红萝卜, FROZEN EDAMAME PEEL 500G 冷冻毛豆, EGGS JAPAN 日本鸡蛋 (90 EGGS/BUNDLE) WITH EXPI, GRAPE RED SEEDLESS 红葡萄, HONEYDEW 密瓜, FROZEN GREEN PEA 冷冻青豆 (1KG/PKT), TOMATO CHERRY RED 小蕃茄, KOMITSU APPLE, STORY FRESH - BABY SPINACH 澳洲波菜苗 (500G/PKT), EGGS 鸡蛋 (30 PCS/TRAY), SDM - ROYAL CHESTNUT / PENCIL MUSHROOM (130G/PKT), STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), GARLIC MINCED 蒜末 / 蒜蓉 (1KG/PKT), APPLE GREEN  青萍果盒装 (90-110 PCS/CTN), AVOCADO AUSTRALIA /  澳洲鳄梨 (150G-200G/NOS), ORANGE VALENCIA 水橙子盒装 (80-113PCS/CTN), ASPARAGUS BABY PENCIL / THAI BABY 泰国小芦笋 (100G/BUN), FROZEN MIXED VEGETABLE 1KG 冷冻杂菜, ORANGE VALENCIA 水橙子 (120G-200G/NOS), FROZEN CORN KENNEL 冷冻玉米粒 (1KG), BANANA SEMI RIPE 香蕉, MUSHROOM WHITE BUTTON 白蘑菇 (KG), APPLE GREEN 青萍果, GRAPE GREEN SEEDLESS 青葡萄, ITALIAN MESCLUN SALAD 杂菜 (125G/PKT)",25
tiger prawn 10/12,BLACK TIGER HOSO 16/20 (1OKGS) - PJ,"PASTEURIZED CRABMEAT JUMBO (453.6GM X 12CAN) EPOH, FRESH SELAR WHOLE, 51/60 PND VANNAMEI SHRIMP (1KG X 10PKTS) - PO, FRESH TIGER PRAWN 21/30, COOKED TIGER PRAWN 31/40, 10KG - PJAA, BLACK TIGER HOSO 10/12 (1KG X 10BOXES) - PJ, PASTEURISED CRABMEAT JUMBO, 454GM X 12CAN, FRESH SQUID 8/10, FRESH RED SNAPPER FILLET, FRESH ANG KA SHRIMP 21/30, SMOKED SALMON PRE-SLICED (900g X 10PKT) - PO, 9kg/ctn, FRESH SEABASS FILLET 200/250, 16/20 PND VANNAMEI SHRIMP (1KG X 10PKTS) - PO, FRESH RED SNAPPER HEAD 450 -550, COOKED TIGER PRAWN 41/50, 10KG - PJ, BLACK TIGER HOSO 16/20 (1OKGS) - PJ, FRESH SEABASS FILLET 130/150, HC PRAWN HEAD - 12KGS, FRESH SEABASS 700G (NG)",23
mesclun salad,STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT),"(EF.GARL.FLW) GARLIC FLOWER (10G/PUN), DILL 茴香 / 莳萝 (50G/PKT), MUSCAT GRAPES (1KG/PKT), EDIBLE FLOWER - WHITE SWEET ALYSSUM 香雪球花 (10G/PUN), FRESH CHERRIES 樱桃, EDIBLE FLOWER - DIANTHUS FLOWER (10G/PUN), BLACKBERRY 黑莓 (100G-125G/PKT), (ES.M) EGYPTIAN STAR MIXED (10G/PUN), (DKN.G) DAIKON GREEN CRESS MG, STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), CHILLI JALAPENO GREEN青墨西哥哈拉贝纽辣椒, FIG 无花果 (900G-1KG/CTN), CHILLI SHISHITO 日式甜椒, ARTICHOKE JERUSALEM / SUNCHOKE 菊芋, MUSCAT GRAPES (500G/PKT), RED CURRANT 红酸栗 (100G-125G/PUN), CHERRY 樱桃, RASPBERRY 山莓 / 红莓 (100G-125G/PUN), GRAPE GREEN SEEDLESS 青葡萄, YELLOW FRISEE 黄皱叶菊苣, ITALIAN MESCLUN SALAD 杂菜 (125G/PKT), YELLOW FRISEE 黄皱叶菊苣 (400G/PKT)",22
raspberry,RASPBERRY 山莓 / 红莓 (100G-125G/PUN),"(EF.GARL.FLW) GARLIC FLOWER (10G/PUN), DILL 茴香 / 莳萝 (50G/PKT), MUSCAT GRAPES (1KG/PKT), EDIBLE FLOWER - WHITE SWEET ALYSSUM 香雪球花 (10G/PUN), FRESH CHERRIES 樱桃, EDIBLE FLOWER - DIANTHUS FLOWER (10G/PUN), BLACKBERRY 黑莓 (100G-125G/PKT), (ES.M) EGYPTIAN STAR MIXED (10G/PUN), (DKN.G) DAIKON GREEN CRESS MG, STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), CHILLI JALAPENO GREEN青墨西哥哈拉贝纽辣椒, FIG 无花果 (900G-1KG/CTN), CHILLI SHISHITO 日式甜椒, ARTICHOKE JERUSALEM / SUNCHOKE 菊芋, MUSCAT GRAPES (500G/PKT), RED CURRANT 红酸栗 (100G-125G/PUN), CHERRY 樱桃, RASPBERRY 山莓 / 红莓 (100G-125G/PUN), GRAPE GREEN SEEDLESS 青葡萄, YELLOW FRISEE 黄皱叶菊苣, ITALIAN MESCLUN SALAD 杂菜 (125G/PKT), YELLOW FRISEE 黄皱叶菊苣 (400G/PKT)",22
